id,text,original_label,label,question,A,B,C,D,E,F
1195,Mickelson driving force at masters,"['0', '0', '0', '28', '0', '9']","[0.0, 0.0, 0.0, 0.7567567567567568, 0.0, 0.24324324324324326]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1332,G7 to China: Ease exchange rate grip,"['4', '3', '10', '0', '13', '15']","[0.08888888888888889, 0.06666666666666667, 0.2222222222222222, 0.0, 0.28888888888888886, 0.3333333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1440,UN nuclear watchdog slashes Iran aid,"['22', '8', '10', '11', '15', '13']","[0.27848101265822783, 0.10126582278481013, 0.12658227848101267, 0.13924050632911392, 0.189873417721519, 0.16455696202531644]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
519,Male sweat boosts women's hormone levels,"['0', '14', '0', '6', '0', '75']","[0.0, 0.14736842105263157, 0.0, 0.06315789473684211, 0.0, 0.7894736842105263]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1376,Comedian says government silences critics,"['4', '11', '6', '7', '13', '11']","[0.07692307692307693, 0.21153846153846154, 0.11538461538461539, 0.1346153846153846, 0.25, 0.21153846153846154]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1293,Manila hints at ransom approval,"['3', '1', '8', '0', '16', '11']","[0.07692307692307693, 0.02564102564102564, 0.20512820512820512, 0.0, 0.41025641025641024, 0.28205128205128205]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1393,Ice stops trolleys cold,"['0', '0', '9', '0', '29', '0']","[0.0, 0.0, 0.23684210526315788, 0.0, 0.7631578947368421, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1127,House ethics panel talks to Hastert aide,"['0', '0', '0', '29', '0', '12']","[0.0, 0.0, 0.0, 0.7073170731707317, 0.0, 0.2926829268292683]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
666,Beckham & Posh and more athlete-celebrity couples,"['0', '0', '0', '38', '0', '0']","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1232,Obama will run in 2008,"['0', '0', '0', '49', '0', '11']","[0.0, 0.0, 0.0, 0.8166666666666667, 0.0, 0.18333333333333332]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1415,Bridge blast stops I-95 traffic,"['7', '0', '51', '0', '28', '24']","[0.06363636363636363, 0.0, 0.4636363636363636, 0.0, 0.2545454545454545, 0.21818181818181817]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
796,"'Cravings' still there, sez Tara","['0', '0', '0', '17', '8', '5']","[0.0, 0.0, 0.0, 0.5666666666666667, 0.26666666666666666, 0.16666666666666666]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1481,"ROUNDUP: Protests erupt despite ""state of siege"" In Guinea","['42', '3', '35', '0', '20', '18']","[0.3559322033898305, 0.025423728813559324, 0.2966101694915254, 0.0, 0.1694915254237288, 0.15254237288135594]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1369,Mardi Gras rebound in the offing for New Orleans?,"['2', '0', '3', '47', '3', '27']","[0.024390243902439025, 0.0, 0.036585365853658534, 0.573170731707317, 0.036585365853658534, 0.32926829268292684]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1005,Militants attack U.S. base in Iraq,"['37', '9', '84', '0', '26', '2']","[0.23417721518987342, 0.056962025316455694, 0.5316455696202531, 0.0, 0.16455696202531644, 0.012658227848101266]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1287,UK luxury maker Burberry: 'Made in China'?,"['0', '1', '0', '0', '3', '30']","[0.0, 0.029411764705882353, 0.0, 0.0, 0.08823529411764706, 0.8823529411764706]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1429,GPS sneakers locate with press of a button,"['0', '1', '0', '22', '0', '34']","[0.0, 0.017543859649122806, 0.0, 0.38596491228070173, 0.0, 0.5964912280701754]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
923,Vietnam becomes WTO's 150th member,"['4', '4', '0', '47', '2', '5']","[0.06451612903225806, 0.06451612903225806, 0.0, 0.7580645161290323, 0.03225806451612903, 0.08064516129032258]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1020,Basics: a mammal in winter with a furnace of her own,"['0', '0', '0', '20', '0', '36']","[0.0, 0.0, 0.0, 0.35714285714285715, 0.0, 0.6428571428571429]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
504,Closings and cancellations top advice on flu outbreak,"['1', '0', '23', '8', '11', '8']","[0.0196078431372549, 0.0, 0.45098039215686275, 0.1568627450980392, 0.21568627450980393, 0.1568627450980392]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
531,Really?: The claim: the pill can make you put on weight,"['0', '8', '0', '5', '0', '49']","[0.0, 0.12903225806451613, 0.0, 0.08064516129032258, 0.0, 0.7903225806451613]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1446,BA to charge $470 for an extra bag,"['17', '9', '11', '0', '15', '23']","[0.22666666666666666, 0.12, 0.14666666666666667, 0.0, 0.2, 0.30666666666666664]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1335,"Mickelson, Sutherland share lead","['0', '0', '0', '37', '0', '6']","[0.0, 0.0, 0.0, 0.8604651162790697, 0.0, 0.13953488372093023]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1143,Steelers' Roethlisberger has concussion,"['0', '0', '4', '0', '62', '12']","[0.0, 0.0, 0.05128205128205128, 0.0, 0.7948717948717948, 0.15384615384615385]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1418,North Korea gets 'money and respect',"['1', '0', '2', '24', '2', '12']","[0.024390243902439025, 0.0, 0.04878048780487805, 0.5853658536585366, 0.04878048780487805, 0.2926829268292683]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1346,Double bus-bombing kills three in Lebanon,"['10', '0', '65', '0', '81', '20']","[0.056818181818181816, 0.0, 0.3693181818181818, 0.0, 0.4602272727272727, 0.11363636363636363]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1416,"Mother, daughter stabbed near school","['5', '4', '49', '0', '74', '25']","[0.03184713375796178, 0.025477707006369428, 0.31210191082802546, 0.0, 0.4713375796178344, 0.1592356687898089]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
648,Somalia declares state of emergency,"['10', '0', '80', '0', '29', '31']","[0.06666666666666667, 0.0, 0.5333333333333333, 0.0, 0.19333333333333333, 0.20666666666666667]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1471,Durant's success trumps the Gators,"['0', '0', '0', '43', '0', '8']","[0.0, 0.0, 0.0, 0.8431372549019608, 0.0, 0.1568627450980392]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
575,'Sunshine' Goydos wins Sony open,"['0', '0', '0', '75', '0', '10']","[0.0, 0.0, 0.0, 0.8823529411764706, 0.0, 0.11764705882352941]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
522,Cisco sues Apple over iPhone name,"['51', '7', '0', '0', '3', '27']","[0.5795454545454546, 0.07954545454545454, 0.0, 0.0, 0.03409090909090909, 0.3068181818181818]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1162,China's 'Friends' highlights Web freedoms,"['4', '5', '6', '48', '8', '16']","[0.04597701149425287, 0.05747126436781609, 0.06896551724137931, 0.5517241379310345, 0.09195402298850575, 0.1839080459770115]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
890,Stinky flower mystery solved,"['0', '5', '0', '39', '1', '19']","[0.0, 0.078125, 0.0, 0.609375, 0.015625, 0.296875]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1301,Breakup rings find new homes,"['0', '0', '2', '17', '31', '10']","[0.0, 0.0, 0.03333333333333333, 0.2833333333333333, 0.5166666666666667, 0.16666666666666666]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1236,Female astronaut sets record,"['0', '0', '0', '68', '0', '35']","[0.0, 0.0, 0.0, 0.6601941747572816, 0.0, 0.33980582524271846]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
759,News Baby pandas! Baby pandas! Baby pandas!,"['0', '0', '3', '70', '2', '29']","[0.0, 0.0, 0.028846153846153848, 0.6730769230769231, 0.019230769230769232, 0.27884615384615385]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
767,"Bigger, more aggressive rats infesting UK","['4', '54', '56', '0', '9', '8']","[0.030534351145038167, 0.4122137404580153, 0.42748091603053434, 0.0, 0.06870229007633588, 0.061068702290076333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
639,Injured Sarwan to miss one-dayers,"['7', '4', '2', '0', '50', '8']","[0.09859154929577464, 0.056338028169014086, 0.028169014084507043, 0.0, 0.704225352112676, 0.11267605633802817]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1131,Google unveils do-it-yourself search engine,"['0', '0', '0', '42', '0', '38']","[0.0, 0.0, 0.0, 0.525, 0.0, 0.475]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
819,"Carter was a disaster, said Ford","['40', '25', '0', '0', '36', '19']","[0.3333333333333333, 0.20833333333333334, 0.0, 0.0, 0.3, 0.15833333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
881,"Indonesia may sell, not give, bird flu virus to scientists","['17', '20', '35', '0', '29', '23']","[0.13709677419354838, 0.16129032258064516, 0.28225806451612906, 0.0, 0.23387096774193547, 0.18548387096774194]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1242,"Jail me, I ate Ivory Coast chocolate","['1', '17', '1', '7', '0', '25']","[0.0196078431372549, 0.3333333333333333, 0.0196078431372549, 0.13725490196078433, 0.0, 0.49019607843137253]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
615,Anger at release of two held over beheading plot,"['70', '25', '18', '0', '22', '10']","[0.4827586206896552, 0.1724137931034483, 0.12413793103448276, 0.0, 0.15172413793103448, 0.06896551724137931]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1024,Findings : A cool $25 million for a climate backup plan,"['15', '15', '16', '25', '16', '28']","[0.13043478260869565, 0.13043478260869565, 0.1391304347826087, 0.21739130434782608, 0.1391304347826087, 0.24347826086956523]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1480,Study: Female seals picky about mates,"['0', '0', '0', '5', '0', '39']","[0.0, 0.0, 0.0, 0.11363636363636363, 0.0, 0.8863636363636364]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
704,Goetschl ends Austrian win drought,"['0', '0', '0', '56', '0', '6']","[0.0, 0.0, 0.0, 0.9032258064516129, 0.0, 0.0967741935483871]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
773,Eye on cosmos is lost to short circuit on hubble,"['2', '0', '4', '1', '59', '8']","[0.02702702702702703, 0.0, 0.05405405405405406, 0.013513513513513514, 0.7972972972972973, 0.10810810810810811]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1004,"A film star in Kampala, conjuring aminos ghost","['0', '0', '29', '9', '0', '22']","[0.0, 0.0, 0.48333333333333334, 0.15, 0.0, 0.36666666666666664]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
781,Blair says he regrets delays in British soldier's inquest,"['3', '5', '1', '10', '47', '0']","[0.045454545454545456, 0.07575757575757576, 0.015151515151515152, 0.15151515151515152, 0.7121212121212122, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
579,Snow causes airport closures in Britain,"['6', '0', '17', '0', '22', '13']","[0.10344827586206896, 0.0, 0.29310344827586204, 0.0, 0.3793103448275862, 0.22413793103448276]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
742,Floods force Malaysia evacuations,"['5', '1', '77', '0', '79', '3']","[0.030303030303030304, 0.006060606060606061, 0.4666666666666667, 0.0, 0.47878787878787876, 0.01818181818181818]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1464,Ethiopia readies for millennium all its own,"['3', '0', '11', '22', '12', '21']","[0.043478260869565216, 0.0, 0.15942028985507245, 0.3188405797101449, 0.17391304347826086, 0.30434782608695654]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1111,Health Canada issues advice on canned tuna,"['0', '0', '26', '26', '0', '16']","[0.0, 0.0, 0.38235294117647056, 0.38235294117647056, 0.0, 0.23529411764705882]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1328,France: Al Qaeda suspects arrested,"['8', '4', '43', '31', '12', '17']","[0.06956521739130435, 0.034782608695652174, 0.3739130434782609, 0.26956521739130435, 0.10434782608695652, 0.14782608695652175]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
736,"Houston, she's got some problems","['0', '0', '8', '0', '33', '15']","[0.0, 0.0, 0.14285714285714285, 0.0, 0.5892857142857143, 0.26785714285714285]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
653,The energy challenge | Exotic visions: how to cool a planet (maybe),"['5', '3', '26', '18', '17', '36']","[0.047619047619047616, 0.02857142857142857, 0.24761904761904763, 0.17142857142857143, 0.1619047619047619, 0.34285714285714286]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
747,Israel to install cameras to show live Mughrabi footage,"['1', '4', '8', '23', '12', '17']","[0.015384615384615385, 0.06153846153846154, 0.12307692307692308, 0.35384615384615387, 0.18461538461538463, 0.26153846153846155]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1194,Two Koreas to resume talks,"['1', '0', '5', '47', '4', '11']","[0.014705882352941176, 0.0, 0.07352941176470588, 0.6911764705882353, 0.058823529411764705, 0.16176470588235295]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
720,Depp to star in spy poisoning film,"['0', '0', '10', '35', '10', '19']","[0.0, 0.0, 0.13513513513513514, 0.47297297297297297, 0.13513513513513514, 0.25675675675675674]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
721,'24's' Jack Bauer returns,"['0', '0', '0', '40', '0', '3']","[0.0, 0.0, 0.0, 0.9302325581395349, 0.0, 0.06976744186046512]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
642,Asif returns with four-wicket haul,"['0', '0', '0', '43', '0', '12']","[0.0, 0.0, 0.0, 0.7818181818181819, 0.0, 0.21818181818181817]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1250,Indonesian with bird flu dies,"['0', '0', '45', '0', '73', '21']","[0.0, 0.0, 0.3237410071942446, 0.0, 0.5251798561151079, 0.1510791366906475]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
970,Tsunami fears ease after quake,"['0', '0', '79', '13', '13', '0']","[0.0, 0.0, 0.7523809523809524, 0.12380952380952381, 0.12380952380952381, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
688,"'Grey's,' 'Pirates' lead People's Choice","['0', '0', '0', '38', '0', '6']","[0.0, 0.0, 0.0, 0.8636363636363636, 0.0, 0.13636363636363635]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
581,Shareholders sue Apple,"['49', '0', '0', '0', '14', '15']","[0.6282051282051282, 0.0, 0.0, 0.0, 0.1794871794871795, 0.19230769230769232]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
934,Russia honors Sputnik designer,"['0', '0', '0', '66', '0', '12']","[0.0, 0.0, 0.0, 0.8461538461538461, 0.0, 0.15384615384615385]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
573,17th-Century Remedy; 21st-Century Potency,"['0', '0', '0', '0', '0', '14']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
661,Vital Signs: Hazards: Antidepressant linked to fractures in older people,"['5', '0', '26', '0', '34', '55']","[0.041666666666666664, 0.0, 0.21666666666666667, 0.0, 0.2833333333333333, 0.4583333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1350,"African-Americans are organ donors these days, but what about bone marrow?","['0', '0', '14', '13', '12', '25']","[0.0, 0.0, 0.21875, 0.203125, 0.1875, 0.390625]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
650,BP CEO Browne to step down in June,"['6', '3', '0', '13', '37', '7']","[0.09090909090909091, 0.045454545454545456, 0.0, 0.19696969696969696, 0.5606060606060606, 0.10606060606060606]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1136,Punter charged with stabbing asks to live outside state,"['46', '18', '17', '0', '25', '24']","[0.35384615384615387, 0.13846153846153847, 0.13076923076923078, 0.0, 0.19230769230769232, 0.18461538461538463]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
818,"A star dies, a family feud is born","['12', '20', '15', '18', '62', '4']","[0.0916030534351145, 0.15267175572519084, 0.11450381679389313, 0.13740458015267176, 0.4732824427480916, 0.030534351145038167]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1077,Thai Govt moves to smooth over relations with south,"['0', '0', '2', '43', '2', '15']","[0.0, 0.0, 0.03225806451612903, 0.6935483870967742, 0.03225806451612903, 0.24193548387096775]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1126,Opponent is put on the spot over remarks about Clinton,"['4', '7', '0', '13', '0', '17']","[0.0975609756097561, 0.17073170731707318, 0.0, 0.3170731707317073, 0.0, 0.4146341463414634]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
618,Beckham to L.A.: For the game not fame,"['0', '0', '0', '20', '0', '16']","[0.0, 0.0, 0.0, 0.5555555555555556, 0.0, 0.4444444444444444]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
611,Asia seeks breakthrough on North Korea,"['17', '0', '14', '13', '0', '22']","[0.25757575757575757, 0.0, 0.21212121212121213, 0.19696969696969696, 0.0, 0.3333333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1295,"G7: Yen skates by, yuan singled out","['2', '0', '4', '8', '15', '6']","[0.05714285714285714, 0.0, 0.11428571428571428, 0.22857142857142856, 0.42857142857142855, 0.17142857142857143]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
958,Ex-suspect slams anti-terror laws,"['44', '15', '19', '15', '18', '20']","[0.33587786259541985, 0.11450381679389313, 0.1450381679389313, 0.11450381679389313, 0.13740458015267176, 0.15267175572519084]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1245,Astronaut's arrest tests NASA's mettle,"['7', '0', '4', '0', '16', '50']","[0.09090909090909091, 0.0, 0.05194805194805195, 0.0, 0.2077922077922078, 0.6493506493506493]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
627,India's famous landmark gets facelift,"['0', '0', '0', '50', '0', '26']","[0.0, 0.0, 0.0, 0.6578947368421053, 0.0, 0.34210526315789475]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
842,"Bill Gates and Craig Mundie: vista is Secure, employees are not","['8', '0', '9', '0', '9', '22']","[0.16666666666666666, 0.0, 0.1875, 0.0, 0.1875, 0.4583333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
999,Glamour -- and 'Borat' -- at Golden Globes,"['0', '6', '0', '60', '0', '13']","[0.0, 0.0759493670886076, 0.0, 0.759493670886076, 0.0, 0.16455696202531644]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
705,Doomsday Clock ticking away,"['0', '0', '43', '19', '16', '0']","[0.0, 0.0, 0.5512820512820513, 0.24358974358974358, 0.20512820512820512, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
527,Bears fan loses bet and changes name,"['2', '13', '0', '2', '17', '33']","[0.029850746268656716, 0.19402985074626866, 0.0, 0.029850746268656716, 0.2537313432835821, 0.4925373134328358]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
553,"Microsoft, Sony, we have a problem","['0', '0', '6', '0', '21', '26']","[0.0, 0.0, 0.11320754716981132, 0.0, 0.39622641509433965, 0.49056603773584906]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
637,Walnuts 'combat unhealthy fats',"['0', '4', '1', '37', '11', '35']","[0.0, 0.045454545454545456, 0.011363636363636364, 0.42045454545454547, 0.125, 0.3977272727272727]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
567,Google executive acts as goodwill envoy,"['0', '0', '0', '50', '0', '29']","[0.0, 0.0, 0.0, 0.6329113924050633, 0.0, 0.3670886075949367]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
709,Trains crash near Thai resort town,"['2', '0', '62', '0', '90', '10']","[0.012195121951219513, 0.0, 0.3780487804878049, 0.0, 0.5487804878048781, 0.06097560975609756]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
938,MySpace welcomes French friends,"['0', '0', '3', '50', '0', '2']","[0.0, 0.0, 0.05454545454545454, 0.9090909090909091, 0.0, 0.03636363636363636]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1017,"Dispute over Iraqi cleric, said to have gone to Iran","['29', '2', '28', '0', '2', '22']","[0.3493975903614458, 0.024096385542168676, 0.3373493975903614, 0.0, 0.024096385542168676, 0.26506024096385544]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1326,Wilkinson sets record in tame win,"['0', '0', '0', '57', '0', '18']","[0.0, 0.0, 0.0, 0.76, 0.0, 0.24]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1248,Weekly Nielsen will 'Lost' find its way back?,"['0', '0', '11', '17', '9', '11']","[0.0, 0.0, 0.22916666666666666, 0.3541666666666667, 0.1875, 0.22916666666666666]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
871,Human error caused Helios crash,"['15', '4', '28', '0', '74', '0']","[0.12396694214876033, 0.03305785123966942, 0.23140495867768596, 0.0, 0.6115702479338843, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
885,Ice storm descends on central U.S.,"['3', '0', '58', '10', '13', '7']","[0.03296703296703297, 0.0, 0.6373626373626373, 0.10989010989010989, 0.14285714285714285, 0.07692307692307693]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1234,Merkel: Stop Iran,"['25', '0', '50', '0', '12', '12']","[0.25252525252525254, 0.0, 0.5050505050505051, 0.0, 0.12121212121212122, 0.12121212121212122]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
518,7 dead in apartment building fire,"['14', '2', '47', '0', '86', '10']","[0.0880503144654088, 0.012578616352201259, 0.29559748427672955, 0.0, 0.5408805031446541, 0.06289308176100629]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
700,Vaccines: Mandate or choice?,"['0', '0', '5', '1', '1', '6']","[0.0, 0.0, 0.38461538461538464, 0.07692307692307693, 0.07692307692307693, 0.46153846153846156]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
695,PLO ministers agreed upon in Mecca,"['0', '0', '8', '37', '0', '12']","[0.0, 0.0, 0.14035087719298245, 0.6491228070175439, 0.0, 0.21052631578947367]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
946,Vital signs: mental abilities: folic acid may improve thinking skills,"['0', '0', '0', '40', '0', '43']","[0.0, 0.0, 0.0, 0.4819277108433735, 0.0, 0.5180722891566265]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
753,Eight years for Damilola killers,"['38', '23', '29', '35', '43', '3']","[0.2222222222222222, 0.13450292397660818, 0.1695906432748538, 0.2046783625730994, 0.25146198830409355, 0.017543859649122806]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
712,7 Die As US Helicopter Crashes in Iraq,"['12', '4', '41', '0', '94', '4']","[0.07741935483870968, 0.025806451612903226, 0.2645161290322581, 0.0, 0.6064516129032258, 0.025806451612903226]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
710,"Hamas, Fatah return to unity gov't talks in Mecca","['2', '0', '4', '37', '6', '25']","[0.02702702702702703, 0.0, 0.05405405405405406, 0.5, 0.08108108108108109, 0.33783783783783783]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1203,U.S. opens door for Iraqi refugees,"['2', '0', '19', '46', '10', '31']","[0.018518518518518517, 0.0, 0.17592592592592593, 0.42592592592592593, 0.09259259259259259, 0.28703703703703703]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1188,Wii news for gamers,"['0', '0', '0', '43', '0', '32']","[0.0, 0.0, 0.0, 0.5733333333333334, 0.0, 0.4266666666666667]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
837,iPod good for video games,"['0', '0', '0', '37', '0', '18']","[0.0, 0.0, 0.0, 0.6727272727272727, 0.0, 0.32727272727272727]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
884,Cutting edge accessories for digital music players,"['0', '0', '0', '37', '0', '17']","[0.0, 0.0, 0.0, 0.6851851851851852, 0.0, 0.3148148148148148]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
