article_id,title,comment_counter,comment_text
22514958,"In the push to get back to black, don't ignore the economy",source1_22514958_23,"What a great time to end the shenanigans on Front Street and save a billion, and reduce toxic emissions at the same time."
27732456,"East Jerusalem: sacred ground, deadly quarrel",source1_27732456_8,Amazing its like 2 teenagers fighting over territory in a shared bedroom only with armies.
30347198,Canada needs new fighter jets - and a transparent purchasing process,source1_30347198_39,This is all so much ink spilled on so much crap. Let's go where we don't need to worry about the efficiency of our weapons of mass destruction. Let's get out of the rat race of war.
22247213,Can this captain right Quebec's ship?,source1_22247213_4,Too many government employees with too-powerful unions. Overdue for a much-needed clean up.
27731793,A new code for the 'kids in short pants',source1_27731793_1,Good for Trudeau. In just over a month he has done more to improve accountability in government than the prior government did in ten years.
13007723,Minimum-participation by-elections,source1_13007723_13,I hope the liberals lose every one of these by-elections and the liberals get the hint. McWinty needs to call a general election and let the people decide who to give the reins of power to.
25120537,What the EU should do to help fleeing migrants stay in their homelands,source1_25120537_9,Blockade the harbours and scuttle smuggler boats.
19046078,Is Ontario becoming the new Quebec?,source1_19046078_11,"Of course we are. However, that is the spirit and thrust of the Liberal government. The real questions are When? and How? will we get back to Have status?"
23207117,Harper government looks to tax break to gas up B.C. LNG,source1_23207117_3,Why is he dumping our hard earned tax dollars on BC while ignoring Ontario's ring of fire? Resources are supposed to be under Provincial jurisdiction. I resent that my tax dollars are being spent to compensate for BC's big tax agenda.
32175861,The bias against an Inuit artist,source1_32175861_3,Minimum IQ and EQ test score requirements need to be implemented for all officers currently employed as well as for future hires.
32091525,Surrogacy in Canada should give us cause for concern,source1_32091525_8,An adopter can't pay the surrogate? Why not?
18458939,Big data's noise is drowning out the signal,source1_18458939_1,"'Yet, if Mr. Kenney and his advisers are guilty of anything, ...'... it is complicit participation in the most destructive, most corrupt, most despicable government in Canadian history."
31007351,"Judge diplomatic picks on talent, not their relationships with Trudeau",source1_31007351_14,LOL....Not going to happen....these are cushy patronage assignments!
23116954,The loneliest of all prime ministers,source1_23116954_77,Just like the ones before him: dem?a?gogue ?dem?????/ noun a political leader who seeks support by appealing to popular desires and prejudices rather than by using rational argument.
12894629,"Women's rights, from Spam Imam to Afghanistan",source1_12894629_16,Return to Planet of the Apes...
11805809,Marcus Gee: Transit debate descends into debacle,source1_11805809_26,"In a functioning city, the Mayor gives leadership. That's his job."
21293211,"At times like this, take a hard line on fear",source1_21293211_5,The only rolled-eyeballs I'm seeing are when 'terrorist threats' are mentioned. Nor I'm I noticing a 'jittery populace'.
29218852,The core of Trump's success? A black hole of ignorance,source1_29218852_66,"If Trump is elected President, he will be to the USA what Nero or Caligula were to ancient Rome, or perhaps Mussolini was to more recent Italy, with the same result."
11841998,"On Ontario budget, Horwath is decidedly undecided",source1_11841998_12,The NDP are notorious for blackmailing Liberals before they sign co- opposition agreements with Conservatiives.
29808752,New Brunswick ruling a victory for fans of beer and free trade,source1_29808752_0,You can't build a country by building walls between provinces.
17817032,What Pierre Poilievre didn't say,source1_17817032_92,The media is up in arms over something they would never give more than a few drops of ink to were it a liberal government in power. Another day with minimal coverage on Ontario liberal party scandals.
28441887,The Iranian cleric and the Italian nudes: An offensive give and take,source1_28441887_1,I am OK with what happened in Rome. Just as long as the Iranian government orders women in Tehran to walk around topless when a western leader visits......
24040902,"Solution to Europe's wave of refugees may sound cruel, but ...",source1_24040902_39,A better way would be to help Africa become suitable for human habitation.
20812161,Five schools of thought about where the world may be headed next,source1_20812161_23,"I think we're always looking for a cataclysm. In my mind, it's likely we'll be closer to muddling and creating ad hoc relationships than any other items on the list. May you live in interesting times..."
22382836,Our neighbour just got more dysfunctional,source1_22382836_50,If only the Republican Party could be impeached as it is a very large part of the problem. They are just obstructionist reactionaries serving the 1%
16795088,"Pay equity: Don't ask, don't get",source1_16795088_29,"Darn it Ms. Wente, where were you when I needed you 45 years ago? I would have marched right into my male bosses office and demanded a raise. Who knew it was that easy. Oh, wait a minute, I did do that. He fired me."
14092204,"As the ground on marijuana shifts, Harper turns sensibly to a ticketing option",source1_14092204_19,Harper DIDN'T answer the question. Ask him for a one word answer and watch him tell a lie.
27864655,"Financial transparency? No, it's not a trick to subvert native governments",source1_27864655_11,"Canadians are so complacent and tolerant of their governments bad behavior. From city through provincial up to federal, seems they all lie."
32988739,"Justin Trudeau didn't invent cash-for-access, but he can end it",source1_32988739_15,"Hey Jughead, the fire's getting close."
27722631,Why stop swooning over Trudeau's face? Because it's 2015,source1_27722631_59,Marsha... your yoga plants are expanding.
30020988,"The UN declaration on indigenous rights: scary, exciting or just a muddle?",source1_30020988_1,"I wonder if M. Trudeau et al would oppose a Declaration of Non-Indigenous Rights, affirming that all non-indigenous people of a country have the same rights as enjoyed by indigenous people."
28423438,Why is it un-Canadian for Quebeckers to oppose a pipeline?,source1_28423438_96,Big Oil vs little ole Quebec. Should be fascinating theatrics.
26464579,Why does everybody have a Popecrush?,source1_26464579_31,"Not everyone has a Pope crush, some are completely indifferent to Popes, Ayatollahs, Archbishops etc., ....it is understandable that believers might, but why do non believers go gagga?"
16279953,And the medals for climate-change denial go to ...,source1_16279953_32,Donald Trump is a teetotaler.
32904835,Not so progressive: Trump-style politics seep into Alberta,source1_32904835_13,It's always been here....
15676855,Good riddance to Grosvenor Square: Canada House is our real home,source1_15676855_10,Macdonald House looks spectacular. I hope Harper doesn't sell Canada House too.
15015350,There's a need for home-based daycare. Here are four ways to improve it,source1_15015350_6,"My betting is on: after the whole system of accredited home-based childcare is in place, parents will still be putting their children in illegal, unaccredited care simply because accredited care is either not available or affordable."
30798029,Government by referendums is not democracy,source1_30798029_54,Let the people decide. We need more referendums in Canada.
31585593,"If we want true images of events, we need to let photographers do their job",source1_31585593_23,It would be interesting to have a feature in these comments whereby images could be uploaded by the public.
21094039,NDP thinks big with national daycare plan,source1_21094039_12,The NDP want kids in a unionized environment from birth to the end of university. And then ideally as voters they will support the NDP's socialist agenda. What could go wrong?
10160796,Ending CIDA's independence can only make our foreign policy more coherent,source1_10160796_9,Reform-speak baloney.
25911557,Canada Post's flyer problem,source1_25911557_6,"A postal monopoly with the power to censor is problematic. Why - well, many homes can be reached by other means, but only Canada Post has access to most apartments and condos."
32803341,"Thank you, Hillary. Now women know retreat is not an option",source1_32803341_188,I agree entirely with your opinion
17414167,Swiss quotas threaten the best of the European project,source1_17414167_2,We should also have a referendum on immigration in Canada. But why would they start caring what Canadians think....
25485741,The Pope channels Naomi Klein,source1_25485741_3,"'...Well, God knows global capitalism is far from perfect. But I?m not entirely sure what alternative these two have in mind.....'_________________________How about capitalism with a moral compass? The two seem to mutually exclusive this past decade."
30392423,Why Canada needs publicly funded insurance for home care,source1_30392423_5,No can't afford another social program unless we cut somewhere else. Better to tell folks to start saving for their old age to purchase their own insurance or pay for their own home care.
28922048,Why Ontario's budget is a success that dare not speak its name,source1_28922048_18,"The really big savings will come from collaboration between all three levels of govt that was all missing under #cpc , #onpoli #topoli #cdnpoli"
29929515,100 years on: Why the Sykes-Picot pact is still hated in the Mideast,source1_29929515_8,Sykes-Picot was never an insurmountable obstacle to pan-Arab political unity. Arab tribalism and Sunni-Shia sectarianism was and still is.
19193195,"If logic prevailed, Stephen Harper would pass the torch",source1_19193195_9,The best indication that Harper will stay for the next election is the fact that Prentice is now running for Premier in Alberta.
27815307,"Yes, four wireless carriers are better than three",source1_27815307_6,"TBH, Wind service is horrific. I have friends on Wind and sometimes it takes them hours to get a text message. I could care less, at least Shaw has the money and fibre optics to try to improve the service."
15481225,Mini battles test Liberal commitment to fighting provincial deficit,source1_15481225_6,"Next Premier of Ontario when elected (next day) should impose a Ralph Cline solution by declaring a 10% cut across the board (salaries,pensions, benifits) of government and save 6billion dollars."
32826565,"The first 100 days, Trump-style",source1_32826565_10,You missed one. The first hundred minutes.. kill the Paris climate accord and defund the UN IPCC. The champagne socialists over in Marrakesh have been soiling themselves since election night.
28460992,What kind of China is Canada getting into bed with?,source1_28460992_33,Canada will have more influence on China by engaging with the country than not and for this reason should engage.
17817032,What Pierre Poilievre didn't say,source1_17817032_1,I wish I could laugh but this 'Fair Elections Act' is disgusting. Of all the many undemocratic moves the Harperites have implemented this exceeds the sum of all.
11281802,The grotesque attacks on the late Margaret Thatcher,source1_11281802_24,"Is that you, Mr. Ibbitson? You do seem to carry the torch for every failed experiment in so-called 'conservatism'."
16906819,Why the silence over Mohamed Fahmy?,source1_16906819_10,Why the silence over Ambrose Small?
22183279,Using solitary for sick inmates hits new low for Canadian prisons,source1_22183279_6,". Punish, punish again, and then punish some more. Except when it's one of their own. Welcome to Harperland. 300 days, and counting."
24882233,Wanted: Babysitter for the unelected,source1_24882233_3,"I'd take the job, as long as I get an expense account.!"
32261484,"The higher the baseball stakes, the more indifference to basic decency",source1_32261484_1,The only way to control it is for fans to stand up and point out to security those that go over the line. It's a shame that people can't enjoy the game in a civilized manner.
31887396,"Please feel free to cough, Mrs. Clinton",source1_31887396_24,These clowns in the main street media just don't get it. Nobody cares what you say. Your opinions are bought and paid for by the elites. Trump all the way!!!!!
20102235,Vote fire hydrant for mayor,source1_20102235_0,". When the hydrant has a higher IQ than the current Mayor and his brother combined, you may have a point, Globe."
10316862,A visionary reinvention of the two-state solution,source1_10316862_4,This ' two state condominium ' solution will merely continue the fighting under another guise !!Next ....
9135422,Judge's tough minor-hockey call requires our thanks,source1_9135422_2,Instead of focusing on the negativity in kids sports perhaps we should celebrate more when real sportsmanship is shown. To see some real sportsmanship - check out this high school basketball game in Texas. Awesome! www.youtube.com/watch?v=qGkSZJoBtro
15239916,"Tories sharpen their wedge issues, eye cuts to public-service pensions",source1_15239916_38,"Steeve Cons sharpen their wedge issues?-------------...campaigning against, open,accountable,fact based governance, says alot about Steeve Cons eh?!...and never forget, unadulterated election CHEATS!!...2015 or sooner=HEAVE CHEATING Steeve Cons..."
11687214,"As Russian journalists, our lives are black comedy and dark tragedy",source1_11687214_2,"An all too familiar message for Canada as we reel under Harper, a control freak and bully of the same order."
32261484,"The higher the baseball stakes, the more indifference to basic decency",source1_32261484_13,Why do the good people lack all conviction? The boors and thugs should have seen their match. Instead the good people mind their manners.
11716453,Cannibalism and America: The right to eat arms,source1_11716453_12,"More anti-American hate from Canada. Mickey Finn? Meathead?Like I said, if a Canadian hasn't spewed hate towards Americans in the past few minutes, just wait a bit. And right on cue. Canadians are hateful, evil, people."
10992692,A disappointing response to the Newtown massacre,source1_10992692_7,"' It's a right raised to a religion, impeding government's ability to act to protect citizens'The second amendment's not about protection BY government, it's about protection FROM government."
14819642,Majority of Canadians approve of assisted suicide: poll,source1_14819642_10,In our best interests to keep the discussion at the association level for now. Politicians would botch at this point.
19436091,"Voters are entitled to more, fuller answers from Rob Ford",source1_19436091_25,"hey he took responsibility (again) so leave him alone. whatever responsibility means to Rob Ford, not clear what that means other than saying it is a way to avoid it."
27759105,The truth is there. But reconciliation is deeply complicated,source1_27759105_12,Why do my comments supporting the T&R commission keep getting blocked?
30937923,"After Nice, a bolstered Islamic State - and increased risk of cascading terrorism",source1_30937923_8,Newt Gingrich has it right see his statement today
31235065,New advisory panel needs to dig deep for diversity on Canada's top court,source1_31235065_15,"Let's start at the top when it comes to diversity... the PM90% of the time, the PM is a white male from Quebec.."
20565782,Chong's watered-down Reform Act will still float,source1_20565782_1,"I hope the irony of the bill's name, the Reform Act, is not lost on anyone."
28517821,"Edmonton gets it right with Uber, while Montreal gets it wrong",source1_28517821_16,"I think I'll start carrying passengers on daily flights between Edmonton and Calgary. You know, start making money with my Cessna. I'm good, because it's all in the name of free enterprise. I'll get commercial insurance ... nudge-nudge, wink-wink."
30274525,"Until Canada acts, abuses like those inflicted on Richard Wolfe will continue",source1_30274525_40,I don't understand why they get let out for an hour. Lowlife scum like this should be thrown into a hole and left to rot.
17734217,Referendum revulsion may be the litmus test for Quebec voters,source1_17734217_5,Brainwashing has invaded Couillard's brain. He mentions 'Referendum' every second sentence. As Talleyrand said:'What is excessive becomes insignificant'. Sorry but your favorite is on defensive mode.
15400735,The Arab autumn in Libya,source1_15400735_2,Blame Nakoula Basseley Nakoula... again.
29635917,Attawapiskat is not alone: Suicide crisis is national problem,source1_29635917_34,"Really? It's not a problem in the part of the nation where I live. Deaths from gun violence, sure, but not self-inflicted."
16945437,You need the discipline to say no at budget time,source1_16945437_1,Clark uses the Insurance Corporation of BC and BC Hydro like atm machines. Then raises rates to cover it. Hardly ground breaking
29483501,Let's get all the Syrian refugees into the homes awaiting them,source1_29483501_5,This will not make Canada a better place.
22363060,Putin's unmanageable opponent,source1_22363060_9,"???????? ?????? ? Canada1, ????? ????? ???? ???????? ?????????????????? ? ?????????????? ????? ??????. ?? ??? ???? ?????????? ??????? ?????? ?? ?????????? ????????????."
29642815,"Reality bites Trudeau: Rhetoric is easy, governing isn't",source1_29642815_16,Selfies and photo-ops is now the definition of governing. Puke.
25368429,Taking stock of the Chinese stock market slide,source1_25368429_1,The Chinese stock markets seem to be more about gambling than investing. Unfortunately we're not a whole lot better.
26415624,"After Ahmed, let's face it: The demonization of all Muslims is fundamentally un-American",source1_26415624_36,"Kinda funny about Muslims talking about them being inclusive, tolerant etc. Where are the Imams at the Pride parades? Where are Canadian Imams speaking out about the intolerance in their communities?"
25404333,"Register your imam, senators say",source1_25404333_1,Perhaps we should try a senator registry first?
15962456,Time to bring Madiba's values to Canada,source1_15962456_11,What an arrogant and pretentious cow. Take the Marxist terrorist's 'values' to Haiti and stay there with them.
25027187,Our military chiefs need new marching orders,source1_25027187_21,The Canadian military has suffered since inception from poor leadership and this is simply the latest manifestation of it. Political appointees [Generals] will not solve any problems in the military and the results show.
27500264,"PKP's gaffe: If Canada is divisible, why isn't Quebec?",source1_27500264_3,"Maybe the First Nations should start a project to turn northern Quebec into a separate province, including all that Hydro power."
30347198,Canada needs new fighter jets - and a transparent purchasing process,source1_30347198_35,"'Elinor Sloan is professor of International Relations in the Department of Political Science at Carleton University.'In other words, she's a MIC shill."
25667517,Why are we jailing criminals in criminal conditions?,source1_25667517_1,Harper is essentially governing by emotion and mob rule if it gets him votes. Add the Tea Party view of the courts as subservient to Parliament and we spiral away from 400 years of enlightenment in Western civilization. #cdnpoli
31887406,Ottawa must speak out on Ethiopian crackdown,source1_31887406_15,Ethiopia is not a state.
5822117,Martha Hall Findlay: We need a national strategy for energy infrastructure,source1_5822117_0,'Canada?s economic future depends on our ability to develop and export our energy resources.'Liar.
25006589,It's time for Canadian voters to reject partisan politics,source1_25006589_3,There is the Stephen Harper party and then the rest of Canada. That is how he governs and that is how we will vote to get him out.
22239135,Here's a resolution: Forget the polls,source1_22239135_25,www. youtube.com/watch?v=G0ZZJXw4MTA
24782346,Rand Paul proudly carries the torch for paranoia,source1_24782346_47,"Good piece. Its curious, and frightening, that the US gets this brand of politics, but on the basis of a majority. We get nearly the same damned thing with only 35-40% voting for the whackos."
24812393,We've lost control of our own game,source1_24812393_46,"Another whine about no Canadian Cups since 1993. Look perfessor , there's barely Canadian cities large enough to support NHL teams now with $60m payrolls let more teams."
33095861,France's last stand against populism,source2_33095861_9,This author is part of the chattering classes completely sheltered from the effects of their insane mass immigration and trade policies yet feels he has the right to lecture others on what to believe.
27437713,Bold climate plan will define Notley's government,source1_27437713_13,I think it's a great strategy and I applaud Notley for doing it
25051883,Tories reject plans from opposition parties to change voting system,source1_25051883_69,PP lecturing about respect for democracy is something like Al Capone lecturing about respect for law and order.
13910392,Fears prevail during CMA policy debate on euthanasia,source1_13910392_6,It was the outcome that is necessary for the medical profession to maintain public trust.
32629312,A supersized Canada is so 20th century,source1_32629312_33,"Global over population is the biggest threat to mankind today. Canada's Immigration policy runs counter to the threat of global climate change. Immigration means habitat destruction, CO2 emissions and wildlife extinction."
15883749,Managing mail outside the box,source1_15883749_6,it is truly the beginning of the end of Canada Post
31660992,Trump's wall guards nothing but the sanctity of bigotry,source1_31660992_22,"Imaging a bigot, racist and mysogin creep in Oval Office. What a future for the leading country in democratic world. Trump has no savoir faire in internatinal affairs other than faux pas par excellence."
15709008,"Environmentalists, B.C. at loggerheads over Douglas fir",source1_15709008_5,"I met a Texan in Hawaii last month, he said: 'you won't like to hear this, but I buy a lot of 700 year old Douglas Fir from people in Courtenay, and just store it all in a warehouse; it?s better than $$ in the bank.'"
7545324,Zero Dark Thirty's crucial lesson on torture,source1_7545324_5,"'...men can only be highly civilized while other men, inevitably less civilized, are there to guard and feed them'.George Orwell's Rudyard Kipling"
16284102,"Canada, it's time to talk about national security",source1_16284102_1,"Assuming that 'national' security is not the same as 'government' security, then how can we protect our nation from a government when government can legally hide itself from scrutiny on the basis of 'national security'?"
24116009,"Omar Khadr gets bail, and it's about time",source1_24116009_21,Does Christopher Speer get bail now?
22643643,U.S. could do worse than Clinton vs. Bush,source1_22643643_37,Imagine: Emperor Bush III. Know affectionately to his bible buddies as Jebadiah. If you turn off your TV and computer you can hear the spirit of democracy weep.
18056386,"No, the CBC's not cool. Nor should it be",source1_18056386_50,"I would not miss the CBC if it was off the air. The amount of specialty channels out there is enough to make CBC irrelevant, out dated and a burden on out tax dollars."
25733772,Premiers' energy strategy not an empty pledge,source1_25733772_8,WOW!! She used a lot of verbiage here to tell us nothing. Total political pandering and rhetoric. What a waste of time and news space here.
24827851,"In Paris, freeing a bridge and unlocking love",source1_24827851_7,its the young lovers who attach combination locks the french should worry about
29943752,"With the big 150 in sight, Canada is ready to party",source1_29943752_19,Larry is displaying a more sunny view of things since he found his comb.
24148824,Ad wars: Where the real battles rage,source1_24148824_10,'I want my country back''Harper: L'etat c'est moi''Four more lost years'
22548426,Why Trudeau may regret saying no to the Iraq mission,source1_22548426_26,Just a glass house harpercrit looking for silver linings
10861798,Thatcher had a 'remarkable level' of personal charm,source1_10861798_8,'Thatcher had a 'remarkable level' of personal charm' for an ideological racist thug.
19842063,Canada's great First Nations experiment,source1_19842063_28,"Before making such sweeping statements, Mr. Simpson, you should look at how Colombia manages native and Afro-Colombian communities."
16444429,Wedge politics are the PQ's best friend,source1_16444429_8,Lysiane Gagnon has nailed it exactly.
9565267,The Liberals' ugly fight with Ontario teachers a qualified success,source1_9565267_7,"Is it the union militant minority bullying the rest, or is it greed in general? I worry having these teachers educate our children. Greedy, self-serving, unprofessional."
26875241,Is it time to bring Turkey into Europe?,source1_26875241_1,Present Turkish leadership dont even admit to the Genocide of 1.5 Armenians in 1915. Turkey if anything is going backwards under the current leadership.
19215002,Pipeline decisions: Predict at your peril,source1_19215002_16,"Jeffrey, you are ignoring Enbridge's work to expand the mainline, move crude through Line 9 east and the 850, 000 bpd Gulf Coast Access project. This is all moving a long at a fast clip."
19928220,Why 'strategic' bombing doesn't seem to work,source1_19928220_24,"So if it is obvious the bombing had no real tactical goal, and was comitted just to harm civilians, why didn't the U.N (or NATO even, for heaven's sake) setup a no-fly zone and send in troops to enforce the cease-fire?"
29669144,"Just say non, merci, to Winter Games in Quebec City",source1_29669144_12,"A photo of one of the goofiest, cartoon icons in Canadian culture, along with Bonhomme Carnaval and the mayor."
15758420,"MP's Reform Act may not be perfect, but it's the change Canada needs",source1_15758420_24,"Justin Trudeau could, by supporting this bill, differentiate himself from the other party leaders as well as the legacy of his father. A politician giving up potential power -- that would not be politics as usual."
25733924,What the West is forgetting: Turkey matters,source1_25733924_27,"Turkey will probably have to do what it does not want to. Invade Syria and Northern Iraq and become The de facto rulers of those lands.. Not the Caliphate ISIS had in mind but Turkey does have the forces to do it ,but the will...?"
25340987,B.C. transit plebiscite a failure of leadership,source1_25340987_1,"Perhaps democracy is method, plebiscite in this case. But leadership is something else, character, courage, imagination ..."
14944847,You won't believe what the press just did: their jobs on the public's behalf,source1_14944847_11,Anybody that has a job paid by the taxpayer is ( not has to be) accountable to the people and the media is the window of that accountability.
19656945,What do we actually know about Iran's nuclear capability?,source1_19656945_7,It is clear that the world cannot live with a nuclear Iran. It is also clear that Iran is headed toward a nuclear capability. It is time to destroy that potential capability by whatever means necessary. The alternatives are unthinkable.
17925019,Why a flag has New Zealand in a flap,source1_17925019_5,"Note that the Maori were emphatically not the original inhabitants of New Zealand. They are a Polynesian race who arrived, settled and displaced an earlier aboriginal people. That said, their symbols might well have a place on a new NZ flag."
18641824,The PQ meltdown is near-complete,source1_18641824_6,"Merci beaucoup, Pauline!"
23628775,Proposed communism monument would put justice under a shadow,source1_23628775_45,"Trudeau Sr. would have wanted a monument to communism. (The tens of millions killed under the Soviet Socialists were minor, necessary sacrifices in his view.)"
22329370,Keystone saga: It ain't over till it's over,source1_22329370_7,"Harper should have put his effort into the completion of the Canada oil east project, and not wasted one second trying to support US big oil access to discounted/cheap canada oil. I for one will not be voting for him again."
4565731,Columnist Margaret Wente defends herself,source1_4565731_2,"Here it is nearly four years after Wente published this self-defence, and even worse plagiarism is causing a new scandal. Looking back at this old column, the worst part is her attempt to smear Carol Wainio."
14157421,"University students: Another day smarter, but deeper in debt",source1_14157421_15,I sure want to hire someone who has the ability to move up the corporate leader. I call that succession plan. QED.
31077748,"America has problems, but not the ones you hear about",source1_31077748_21,So Trump is blaming immigrants for sins the natives commit in greater proportions. There's a clear case of racism or culturalism.
14901657,Obama was right to reject this manufactured crisis,source1_14901657_3,Since when a $16.7 trillion national debt and $1 trillion annual budget deficit 'manufactured'?
32481124,"Fear, frustration add to tumult of French presidential race",source1_32481124_3,"The world has awoken to the Liberal lie, 1st Britexit then France followed by Germany and the rest of Europe! One can only hope Trump wins and starts a much needed change sooner than later!"
15552285,Save for tomorrow? Not in this country,source1_15552285_11,Does Norway send $8 billion to Quebec every year? Why do people insist on comparing a country to a province?
23959753,Mandatory sentencing: Feds should quit while they're behind,source1_23959753_13,I stand with the Supreme Court of Canada! Harper should be standing in front of them!.
22168720,You won't believe these digital platforms Ottawa should totally be leveraging,source1_22168720_1,"Well done, Ms Renzetti. This is the worst government in the entire history of Canada, and it's offenses and idiocies should be called for what they are."
11447631,A political scion lends Christy Clark a hand,source1_11447631_3,"The Socreds are a bit like a bad 1950's horror movie. Judging by the hijack job they did on the Libs, maybe we should call them 'The Party Snatchers.'"
17560172,Soaring energy prices making Ontario look dim for manufacturers,source1_17560172_6,Look over there! another Rob ford video!!!
24253523,One more way Prentice shot himself in the foot? A short election,source1_24253523_34,It's all different in the booth.
26571622,The New Democrats can kiss their chances goodbye,source1_26571622_138,The Liberals now represent the Left leaving center. Liberal youths now want all home ownership to be confiscated when you die and pay for a guaranteed income and home for those on welfare.
28775343,Syrian conflict is Canada's moment to 'wage diplomacy',source1_28775343_26,Why 'Flloyd' from the 'dark side' of the liberal moon continues to get 'print space' on this topic is one of the galaxies last remaining mystery?
16202169,It's too late for Harper to change tack on pipelines before election,source1_16202169_7,Don't worry. If Harper does not like his fixed election date he will change it like he did the last time.
14980325,Stop calling foreign writers 'Canadian' - recognize the real ones,source1_14980325_10,Joyce Carol Oates taught courses at UWindsor but had no other connection to Canada that I could discern... anybody?
12569853,Tim Hudak's graceless goodbye to Dalton McGuinty,source1_12569853_15,Graceless? I thought he was being kind.
13903186,Why Canadian citizenship is a scourge for Ted Cruz,source1_13903186_11,"If Cruz is Canadian, perhaps he coud run for PM as well as President of the US."
8980035,Margaret Wente: Polar bears don't need us to save them,source1_8980035_15,I suspect that Wente is right. More human arrogance by the self appointed and alarmist saviors of the bears and the world.
9135422,Judge's tough minor-hockey call requires our thanks,source1_9135422_5,"The sentence is an irresponsible overreaction, exactly like the original act. Two wrongs do not make a right."
25002816,Michael Chan: I am a Canadian first and foremost,source1_25002816_35,The old country wouldn't be the old country if Canada wasn't the best place to live in he world. We should all be proud to be citizens of this country no matter how long we've been here.
31123658,"Bernie Sanders lost. Get over it, bro",source1_31123658_3,"Typical of this rag. Get over it Bro, never mind Hillary and the rest rigged it, Bernie lost. Get over it. Typical of today's society"
22097091,Terror in Sydney - but was it terrorism?,source1_22097091_24,He was an Islamic terrorist.
28679814,Toronto's taxi drivers' bad public relations,source1_28679814_11,cancel all of the old plates. start new system that pays the drivers not the plate holders. better all around
17133298,If Canadian citizenship becomes more 'exclusive' it must be more meaningful,source1_17133298_17,Con supporters have passports? They go abroad??
15540015,"In Ontario, Hudak's most at risk of being burned by the Ford time bomb",source1_15540015_22,Hudak is getting burdened by Ford's antics but Wynne is free from 8 years of Liberal odors? Biases much?
17077352,All or nothing for Toronto mayoral candidate John Tory,source1_17077352_5,Remind me who is running this campaign again? Kouvalis et al don't do non-killer stuff.
14092204,"As the ground on marijuana shifts, Harper turns sensibly to a ticketing option",source1_14092204_14,"Doesn't matter how they try to spin it, Trudeau made Harper do a flip-flop."
15380573,Let's not make a deal with Iran (yet),source1_15380573_19,Let Canada vote against any and all sanctions against Iran. The alternative is to impose sanctions against the US.
29944680,It's beyond time for a clear policy on paying donors for plasma,source1_29944680_9,If a university or research centre want blood for research do they use a company like this or do they get it from Canadian Blood Services?
30824689,Will Americans really watch - and truly see - the hatred in their midst?,source1_30824689_37,"Until society, both here and in the US are willing to address 'the elephant in the room' issue that we are all loth to discuss, we are doomed to more of the same."
26337638,"Prime ministers may not know when their time is up, but voters do",source1_26337638_35,"Harpers (BBD) best before date, had expire long ago and now he's like tainted fish. Spoiled and needs to be thrown out."
15305301,What sealed the deal in Clark and Redford's pipeline talks?,source1_15305301_5,"What sealed the deal? MONEY, .......the project rewards BC coffers and Christy needs lots of it."
24832696,Tempest in a Tim Hortons cup: Enbridge ad debacle births a boycott,source1_24832696_20,Tims is lousy anyway. I wouldn't go there no matter what they did.
26637540,"Chasing a marathon record, 0.48 seconds at a time",source1_26637540_1,"In Rio, the race is against men - but only if he wins a medal. Go back a few Olympics, the Canadian swim team was widely criticized for not winning medals, despite breaking personal and Canadian records."
31477688,"With moves like these, it's no wonder Trump is losing it with the ladies",source1_31477688_33,"Do you guys even follow this election? Clinton was ahead by 7 points last weekend , 6.9 on Monday, 6.7 on Tuesday ,6.0 on Thursday , 5.7 on Saturday ( according RCP averages) and 5.5 in a 4 way race ( which it is)"
29576482,The fentanyl crisis: Treat it as a public health emergency,source1_29576482_2,Does customs use sniffer dogs to check for drugs in the mail from China? maybe they should.
23296405,Quebec's maturing French pilgrimage,source1_23296405_5,"Not far wrong, a bit more Norman than Anglo-Saxon."
33209730,The beer that could change Canada,source2_33209730_8,"With any luck the Supreme Court will refuse to accept the Appeal. If they do that, they don't give a reason, and the original decision stands. Saves a whole lot of aggravation."
32075649,Taking the long road: Iranian-Canadian relations after Homa Hoodfar's release,source1_32075649_4,Islamism in its dour conservative righteous political form is evil. It must be eradicated like polio.
23875102,New Brunswick is flat on its fiscal back,source1_23875102_23,If the extraction of fossil fuels is the only answer to a province's financial woes - then there are a lot of places like New Brunswick who are in a lot of trouble
8148703,"Clarity of secession, confusion of NDP",source1_8148703_32,Mulcair and the self serving dippers are prepared to give the separatists exactly what they want. They care more about getting power than they care about Canada. Disgusting.
27975209,An 'affirmation of ordinary life' at a global level,source1_27975209_3,And what are your thoughts on motherhood and apple pie?
23254651,The USSR was an evil system. Putin's Russia is an evil non-system,source1_23254651_10,It pains me so much when our own supposedly pro democracy media no longer reports non biased news. Shame!
27072600,It's time for modern India to abandon medieval laws,source1_27072600_5,India has to be the most over-romanticized country ever. And their novelists are boring.
16240248,What Ontario Liberals' southwestern slump portends for a coming election,source1_16240248_14,This is inside the Beltway stuff Adam. The vast majority of Ontarians don't care about these meetings.
24654289,Family ties that bind politically,source1_24654289_3,The answer is simple Political dynasties are a form of nepotism. Just say 'No'
21481849,Not all conservatives have their heads in the oil sands,source1_21481849_5,Every Harper conservative has his head planted firmly in either the oil sands or his derri?re. Neither demonstrates either intelligence or integrity.
27255554,Why economic growth is part of the climate solution,source1_27255554_17,The poorest countries should skip the 'industrial revolution' (at least most of it) and move straight into 21st century values and knowledge. GDP is not the only measure of the quality of life.
